id,RId,Text,Rating
A1knCcfF__460LVsScHqBg,oQwiXktWcA2GPfzdvQsI9w,"Went to 3 restaurants before this La Hacienda- the 303, and bonefish grill nothing but Covid hassle ...sit here don't sit there ....can't do this ...can't...",5.0
A1knCcfF__460LVsScHqBg,dRuf-_X5l5dZSbZqqDiT_A,"I've came here a few times, my bartender has never been short on being a 10/10.  Even when their balls to the wall busy asf. 

Everyone is so...",5.0
6F4_oM9oRzBDc7KeTEtvcw,MuWqViUYcQc9cxIIQNHOJQ,This is one of my favorite hidden gems of Denver! The food and cocktails are great and the tap list is always solid! If you're looking for somewhere with an...,5.0
6F4_oM9oRzBDc7KeTEtvcw,O7NuIcNpkj1xU4lIZrHSMg,"Love the bartenders, love the owners and most importantly love the food and drinks!! Highly recommend the cheese curds!!",5.0
6F4_oM9oRzBDc7KeTEtvcw,H0xB_KVAKXow7r6jCUL0SA,"Great place! I was super impressed with the friendly, professional staff and of course I'm appreciative of their attention to social distancing and...",5.0
pS_QQSJoHlXDX9RI6zxvfA,yZsJ0tdn-MLInnzHiVmwlw,"Stopped by here for Happy Hour while on vacation. 10/10 would recommend. They were relatively busy, but our server didn't miss a beat and our food and...",5.0
pS_QQSJoHlXDX9RI6zxvfA,FPgQnOlvWuAIG_jcIdGxUQ,"Great drinks and atmosphere, limited seating but that's expected during this time. Outdoor seating is awesome just need a few more heaters lol definitely...",5.0
pS_QQSJoHlXDX9RI6zxvfA,7-5DGjUhy_kF5i6J3g8VzQ,This a review of their COVID19 curbside cocktail service. I've never actually been able to get into Adrift. They didn't take reservations for parties of 2....,4.0
vQeS4_jVes9imO8bfU2KCg,_hpkMIjFBvbmov0C-Q6m9g,"Always delicious food and attentive staff. Being vegetarian, my husband and I are a bit limited in our options here but we were so excited when they added...",5.0
vQeS4_jVes9imO8bfU2KCg,cRIU2sdylXwgyMNAR1yIfQ,"Solid Happy hour spot. They have several food items and drink specials during their happy hour. 

The avocado musubi was more similar to a big piece of...",4.0
vQeS4_jVes9imO8bfU2KCg,jxAfephPr4IeoGMvdSLgzQ,Amazing staff! My friend and I were dancing to the music and they thought we were funny. My friend ordered an old fashioned and I asked for a non-alcoholic...,5.0
5X9iWU9aYCXnq4nnzpg8HA,mOwFMrDpK-MwbVuemPnSig,"Wow, what a different and fun putt putt experience. If I came here as a kid, I might be disappointed in every single other miniature golf course I ever went...",5.0
5X9iWU9aYCXnq4nnzpg8HA,Y8Q5je-09yN6lNxwjc6E3A,"WHAT A FUN DATE NIGHT! Omg, I had no idea this place was as adorable as it was. I highly recommend this place for any fun night out. The bar area was nice...",5.0
5X9iWU9aYCXnq4nnzpg8HA,5bUet5dfFDGMCCMyXIM0fA,"I visited Satchels just this February when a friend was in town from California. I wanted to discover a few new places with her. 

Satchels has been up and...",4.0
5lCzYPnAoNNlAZxW3rr_RA,BCL0IvKu5zhiks1XLV5Saw,"Satchel's has always been great and we should come more frequently that's for sure.
The last visit was the last week before yet another shutdown mandate.
We...",5.0
5lCzYPnAoNNlAZxW3rr_RA,jlRw8Hi1xQZG5agerFK_NA,"I love this place so much. Great cocktails, food and atmosphere and they are always switching up their menu. I am sad they are closed currently but hoping...",5.0
5lCzYPnAoNNlAZxW3rr_RA,mN_IE0465wuCPdiyKpc3xg,"Even though this is one of the most well known speakeasies in Denver, it still lives up to the hype.

I easily made a reservation a couple days in advance...",5.0
gGXnG-Rf5UUr6wT8krXT5w,DhEq8UCjc_Ya8Q6F7WzIgw,"Cool vibe, great cocktails and friendly service.

Perhaps my expectations for Williams & Graham were a bit too high but based on the things I had seen about...",4.0
gGXnG-Rf5UUr6wT8krXT5w,iTcfQVl2VN4Er6aBSYF0bA,"Wow, I am so glad we stumbled in here because this place is phenomenal!

The entrance looks unassuming, but once you get to the back (I won't spoil the...",5.0
gGXnG-Rf5UUr6wT8krXT5w,lPSBwwe7TjFfleUE0WEYXw,"We can't rave enough about Mythology Distillery, it's amazing spirits, delicious cocktails, and all around knowledgeable and all star staff! 

We'd had the...",5.0
iEZvQg5mha6hLemB_vHoUQ,YvL7GzToEvwMu72qNoyH0Q,"I felt like I hit the jackpot once I discovered Mythology. A purveyor of locally made spirits, a meticulous cocktail bar, and a fiery community force all in...",5.0
iEZvQg5mha6hLemB_vHoUQ,1O1rc8TPmoCqi7AQNyaRRQ,"After hearing the owner worked for High West Distillery in Park City - Utah, and being a Utah native; I knew I was going to like them. However, working at...",5.0
iEZvQg5mha6hLemB_vHoUQ,p08qkPKyaqHLBHBNsaf1_A,Had the Colorado beer brat with the Coloradan toppings! It was delicious. My wife got the club sandwich and it was also very good! The service was great and...,4.0
6eZk5SjzVJEcBD7Ng20QmQ,ZIB1zwOKfpXNoqNXF4KMrg,Maybe it was because I was hungry. Maybe it was because I was on diet food for seven days. Maybe it was because my meal was free or maybe it was just that...,5.0
6eZk5SjzVJEcBD7Ng20QmQ,DLgg3cvMb-aAFzw0hlMa-w,"Great location when waiting for someone at the airport or if you need a quick bite after landing!  The outdoor space looks great, inside was cozy with a...",4.0
6eZk5SjzVJEcBD7Ng20QmQ,EQVn9hTkC8Afk3fO4y0cIg,We ordered through Uber eats last night and let me tell you... we got the NOLA Sampler and that was delicious. I love to sample food. The red beans and rice...,5.0
BHpQiNX5LF79RHTCng8TqQ,Qn_qWH0egSZmFUUye6tHrg,"Another eatery that I've gotten to try out through various delivery services, as I'm not particularly close by without a vehicle.

The fried catfish and...",5.0
BHpQiNX5LF79RHTCng8TqQ,WBZAQ4w316X12fgEfNHomg,"Great spot to watch the Saints game or get some delicious food for Take Out. I recommend the Po-Boys, Crawfish Monica and the Trio Sampler, Red Beans and...",5.0
BHpQiNX5LF79RHTCng8TqQ,iegJGe6VMb10rb2WJRV-6w,My friend and I stopped here after our Red Rocks hike in Morrison. It was one of the few places still open for seating before everything shut down for...,4.0
XDZU8ij4u652i33LT2gTTw,BuRwQbOonURTHuH0M4w0Fg,The view was great and the place was pretty busy. The menu isn't too big but the options they do have are good. They have a decent drink menu. The staff was...,4.0
XDZU8ij4u652i33LT2gTTw,ySxeRRaUwoM0loNSY1gVVw,Cute little place with a nice view. Drinks were delicious and their pizza was awesome.,5.0
XDZU8ij4u652i33LT2gTTw,Iki6Cwp2-MfH387K92Jx7g,"They now have a cocktail menu, complete with a spicy margarita option. Cocktail enthusiasts rejoice! I don't know how long they've had this but the last...",5.0
NOkJ14ltntgE4XWS5AgOSA,I_MX5Ou-ssi28A7w0qRKxA,"This place is WAY better than you would think judging solely by the exterior. The food here is phenomenal, the waitstaff is friendly and attentive, and the...",5.0
NOkJ14ltntgE4XWS5AgOSA,omWEaB7eancv52TeUNJsfw,Yelp and Google reviews don't lie! This place is great! I met up with my friend here on a Thursday afternoon (3pm) and we were the only ones there. We're...,5.0
NOkJ14ltntgE4XWS5AgOSA,b6L6B-NORXM5uT8EfAHTNg,"This place is a neighborhood staple and Barb is a staple as the day bartender! She is super effIcient, her smile is great. Seriously, she treats people well...",5.0
Lk_Vug3sjO8Dk47_j1TS2Q,SsEEpe-5mfik9JOOFZ96Lw,"I was drawn here by an advertisement in a magazine for Sep. 2020 for $2 you call it on Tuesday after 4.  Unfortunately, they decided to end that special,...",3.0
Lk_Vug3sjO8Dk47_j1TS2Q,LjWudP7JZhIS-orwYAA85g,"Update: things have changed around here. Their HH is no longer as good, so I'm dropping a star. HH now is half off all drinks, which is still a decent deal,...",3.0
Lk_Vug3sjO8Dk47_j1TS2Q,o2IepDmN1O-XEmjiKJkh5g,"Great food, drinks and service. All COVID precautions were observed and there is plenty of space to spread out.",5.0
Jfj_tln71utwjuEFLQBl4g,D94smpx9M4M8BJZanhpM-g,"I love this place. Best of the best. Really enjoyed the service, the food, the music. Everything about this place feels like home.",5.0
Jfj_tln71utwjuEFLQBl4g,JM1EMDWYfBRj8ryUlhWtOw,"Great to see this location back open after 9 months, all new owners and new menu. The covered patio was warm and cozy unlike other open air patios we have...",5.0
Jfj_tln71utwjuEFLQBl4g,apy-bt-MZg0pBeVzPufU4g,This is a cool bar/restaurant and the inside decoration is inspired by English pubs which creates a fun and interesting vibe. We sat outside in their...,4.0
IqC4v53GgZce6TbLqyFa7Q,3GiD3LsE5NdltfrcWF7JFg,DAMN! I've been to this place once before for just their beers but came back today for dinner for my fiance's birthday and the food was ridiculous. I...,5.0
IqC4v53GgZce6TbLqyFa7Q,ofML1UWbrCMj4w1gxzeTUQ,"Picked up an order recently (didn't sit down for a meal, although they had a tent set up for people to eat outside). The food was good as always, but giving...",4.0
IqC4v53GgZce6TbLqyFa7Q,pgJbRa42M5MOFhTyksiOAQ,"My answer for COVID is WTF!!! THE best LODO bar  - period. 
Whiskey Tango Foxtrot is a local good time bar for sure! Brian put us on pork shank appetizers...",5.0
EBT8s1PTtJiNVZpYPwpkrQ,VgFpfco6pe4CMI1P5IcqGQ,Got takeout in late June 2020 and it was very tasty. The brussels sprouts and Chimichurri steak was delicious. The poutine wasn't bad but didn't travel very...,4.0
EBT8s1PTtJiNVZpYPwpkrQ,_pxRl7R-4GRyCRsTi--GFw,"We got takeout from here, so I cannot comment on how our experience differs from an in-restaurant experience. We really enjoyed our meals! I think my only...",4.0
EBT8s1PTtJiNVZpYPwpkrQ,y5G-wazmV-nG7KB2mzPMww,We came here on a Wednesday night during covid-19. The tables were well spaced out; not all tables have a heater/fire but we got lucky with a corner fire...,4.0
GYbWF7yKEao_53K5lL8FVw,JHKa6AUCHO5bNcVoT4LBFA,The atmosphere is great here. Lots of fire pits to stay warm during COVID outdoor dining. Friendly service. Lots of good local brews. The food was soooo...,5.0
GYbWF7yKEao_53K5lL8FVw,Q_nb17HOHPpd7hjvkZzS9w,Great time visiting during COVID. Loved how they had all their rules clearly displayed.,5.0
GYbWF7yKEao_53K5lL8FVw,oNRCoFI5M2HybsaS0X_YhQ,"We came here for Valentine's Day from Arizona. First off Kayli was an awesome host, she figured out our lost reservation and we were sat as soon as we...",5.0
-eDePVCzWv2DwiYApFU9Ow,YWvdsIqz_3r5c_zEa8u2hQ,"Was pretty excited to check out a speakeasy now that restrictions were loosened up. One of the few that takes reservations! 

Drinks were pretty good, lots...",3.0
-eDePVCzWv2DwiYApFU9Ow,537YBhX3yCObZVrm4W_dSg,"Millers & Rossi was our last stop on my Denver speakeasy mini tour for my birthday. 

The decor was not my fav, kind of felt like a cheesy Italian...",4.0
-eDePVCzWv2DwiYApFU9Ow,PbAJRFuRCBXR52f3qVDuhg,4 of us went to Colorado Campfire for brunch on Sunday and had a great time! No wait and the decor is so fun. Menu is great - over 70 beers on tap. Brunch...,4.0
ztvdtuFg4-w6OIRY0uYTsg,E0JdPOTggtrnoJPg6sySBw,"Laid back spot with great beers & cocktails!

I can't believe this was my first time at Colorado Campfire. It is such a cool spot with a nice patio with...",5.0
ztvdtuFg4-w6OIRY0uYTsg,DXpYP7QJ8A-nA7lST6gviA,Came here on a Saturday early evening for dinner. It was warm enough for us to sit comfortably outside in their patio area. The patio is spacious and dog...,4.0
ztvdtuFg4-w6OIRY0uYTsg,e701c8JvVmNLE1b3egI58Q,What a gem! Outside of the hubbub of the city and a perfect place to stop on the way to Buena Vista and Mt Princeton Hot Springs. Visited on Super Bowl...,5.0
mNr9Ki7VFpR7nbqgOElMIQ,Phz-nW7swhB3WmEPMfihUQ,"The crew here at Snowpack is the absolute best! The food is amazing and is adaptable to my food sensitivities! Jenna, Jan, Nate and the rest of the team are...",5.0
mNr9Ki7VFpR7nbqgOElMIQ,bqNHtxqKYyGVOOndKE5_RA,"This place is amazing! They have yummy elote street nachos, yummy wings, a great selection of beers and ciders, and an amazing Philly cheese steak sandwich!...",5.0
mNr9Ki7VFpR7nbqgOElMIQ,ESzLvDlRSdnl1VJvQFpKfQ,Where has this place been my whole life? Or where have I been and not known this place was right down the street from me. This place is so pretty and such a...,5.0
MX0SxS8F2skDNJsJmmgdjg,JnnL_7gcAKO6ujvubRgseA,"Based on the two times I've been here, I love how family friendly and open this space is. Food was typical food truck fare that wasn't memorable but did the...",5.0
MX0SxS8F2skDNJsJmmgdjg,dNfU8h50bPbYSvRZ8PbQ0A,One of my favorite spots in the area. They always have great beer on tap and their food is amazing! I haven't had the chance to get over there since Covid...,5.0
MX0SxS8F2skDNJsJmmgdjg,T8R59BU57yJmFkRicwjHwQ,Good bar food!! The server was attentive even though they were pretty busy. They had a great selection of beer and cider on tap. They have lots of TV's in...,4.0
mV1Ay0PjYmonGHJBbelmgg,lroTb1p-NKn6qFZdRBHNJw,Don't be alarmed Canned wine was delicious! The cheese curls tasted great. Don't get the flat bread. Veg options available. Covid safe. Loved the outdoor...,5.0
mV1Ay0PjYmonGHJBbelmgg,XN_0HVo9TCM7L7iVMkqiEQ,"Huge place and I loved the outdoor beer garden. We only munched on apps (the chorizo queso and fried pickles), which were so delicious! The beer list was...",5.0
mV1Ay0PjYmonGHJBbelmgg,9pIqmgDQtzg-JwGNSciCyQ,"I like Vesper! Been coming here for years. They have a patio and took over part of the street during covid times, and everyone is wearing masks. The happy...",4.0
YB-th2or0P4qyeF15SVrog,WI7zwzgQcwps4y6SMXMhIQ,"A solid spot for drinks, during covid times! Indoor and covered outdoor seating, heated around various fire pits. Well made cocktails for $7 each - we had a...",4.0
YB-th2or0P4qyeF15SVrog,YyQ5BP00C2HRCDGleyEZ2w,These beauties just started offering the $10 burger and a beer special every day for take out. Perfect burger and the turmeric spice on the fries is...,5.0
YB-th2or0P4qyeF15SVrog,EQxBYjxip0Y7s25NqSL9dA,The owl is hands-down one of the best bars in Denver. Please support them as they do their best to provide yummy food during this crazy time and one of...,5.0
QjYX71KTgQUv-O-T4--V7g,-ZY72crko7bwsYui7RPHNQ,The Owl Saloon has the best bartenders in town. I had an out of town guest and Bobby came by and explained how to attach a $1 to the ceiling. Great Job...,5.0
QjYX71KTgQUv-O-T4--V7g,MblmA_C8ctTgjcrNmSd7TA,"Yup, this place is bomb. Not only is your drink magically always full and delicious, their green chili is epic.

Music, food, drinks, photo booth, money on...",5.0
QjYX71KTgQUv-O-T4--V7g,K-sCz0zA7P-awJVwo4B53Q,We ordered a large takeout order - 33 meals. They were WONDERFUL!!! Every single order was correct and every single order was DELICIOUS. The service was...,5.0
bzDDEe41whQBUCxO8012nQ,32iX0_jE3rRYVLzw8FzjxA,"Great place for lunch or dinner!  Carry out is great too, everything fresh.  I particularly like the burgers and short rib enchiladas.",5.0
bzDDEe41whQBUCxO8012nQ,XtX5sQ_h9CBjslydNdl8NQ,"Delicious. Worth every penny , I got the shrimp pasta and I loved it !!! 

Will be baxk",5.0
bzDDEe41whQBUCxO8012nQ,fvlL43XICanRwn_lELZwxg,"They have moscato. So this already is a win in my book as many places don't serve that, but the food was great, energy of the restaurant was super chill,...",5.0
JExRlhPb6RyXJZ88pYkcsQ,a62WYlgjvKh_MNzH7Pwg9g,"Bison burger and Parmesan fries.
White west beer.

Clean, fresh and friendly.

5 stars

Will definitely repeat.",5.0
JExRlhPb6RyXJZ88pYkcsQ,Qh82RbAhilxhCkgVDT1S_g,"Best customer service and amazing food. We had dinner there two nights in a row. Valerie, I believe she was the manager, interacted with us both nights. The...",5.0
JExRlhPb6RyXJZ88pYkcsQ,3LJGbVO_NhBo9gxf3qH3Eg,Really pleasant experience. Went on a Friday around 6:30pm and had about a 30 min wait. They followed all covid restrictions and our waitress was very sweet...,5.0
jv3UThmfMVYwNcxoqjb8fg,0qtu7eUOcsuXezKTJLKIsg,"This has become one of my favorites places to eat. The outside has very limited parking and not curb appeal. Once you are inside, the hostess is always...",5.0
jv3UThmfMVYwNcxoqjb8fg,YYwVDdX3z_w03yIJJP3wYQ,"After what feels like a million days in quarantine, we came here on a random ""date"" night. I just wanted a chill place to have pizza at and let me tell you...",5.0
jv3UThmfMVYwNcxoqjb8fg,S0Nzw1RRqsGhnsLAfZ5Jkg,"Pandemic era review. 

I met a buddy here on an early Friday afternoon. They have re-opened with outdoor pvc and transparent sheeting pods with zip up...",5.0
YtNxcIQBmOJoX3v4-XPwLw,ZaBqwcu2ytcgOJ1pS9vgKA,"I cannot get enough of these Cheeseburgers.   These things are freaking AWESOME. 

Given that this place opened in 1873, they've had 147 years to perfect...",5.0
YtNxcIQBmOJoX3v4-XPwLw,ofDdRyVm_DSH9LQ3KPmYgQ,I was visiting Denver and wanted to find something Covid safe to visit my friend. I heard about my brothers bar on Instagram. It looked like it had igloos...,5.0
YtNxcIQBmOJoX3v4-XPwLw,NapUIso1k_AeH3HIebqXlQ,Great collection of restaurants in a closed location. Lots of COVID precautions and felt safe. All ordering is done online and you pick up the food on your...,5.0
oJc3khNkjW3aAQZDMEWe4Q,Srg8myBGbDsDVZzlqnTTvw,"I have five stars based on the food the view and the actual venders inside being amazing. 
The parking... well it's almost an all out treasure hunt to find...",5.0
oJc3khNkjW3aAQZDMEWe4Q,zQqdXhkIHYTKchrWVk70pw,We had to pick up our food from various areas since each section of the menu originated from a different kitchen. Not sure if it's always been that way or...,5.0
oJc3khNkjW3aAQZDMEWe4Q,QCr0f5ZDqzdF-1xahkISEQ,"Following recommended covid protocols...contract tracing, SD & all.

Meal was Awesome! Apologies but I was too busy eating to take pics",5.0
yXVJ_K6vdpM3PwfHfkyn5g,hdgdjVJo1BUet6K7B27p0Q,"Such a cute place and very COVID conscious. All customers have the temp taken upon arrival, there is good social distancing, and staff all were properly...",5.0
yXVJ_K6vdpM3PwfHfkyn5g,LwPztqL9yNH0-fVegC4XNA,Loved this place! Went for happy hour and was very impressed. They're very safe and limit their guests to a 90 minute visit. They also make one guest sign...,5.0
yXVJ_K6vdpM3PwfHfkyn5g,ok_x6mPXEbmAtorK8EgI4A,Great bar with an awesome staff! They've done an amazing job with the social distancing setup outside. You should come here hungry and get chicken at Cluck...,5.0
T-Hggt2ccPTHHRwT0X1sVA,hvkepqrtEylLqtnCNPK0Ug,"Great staff, great welcoming atmosphere. Killing it even during Covid! Favorite place to come we drive out of our way to come here!",5.0
T-Hggt2ccPTHHRwT0X1sVA,EFy9KQ5tv6p35m-4_61PAg,"Don't let the name fool you, this place is not a dive. So clean, friendly staff, great drinks, always fun. See Chrissy  for a mean marg!",5.0
T-Hggt2ccPTHHRwT0X1sVA,6hbUszB0mZBbV4Qbqo5GsA,I recommend making a reservation just in case there is a crowd. The bar is adequately social distanced. They provide lots of hand sanitizing stations and...,5.0
k1mGLPBSaUhZKem1KrXLJQ,km1qclZ9DQypNkvoEUPJ-Q,OH. MA. GERD!! The food was ah-maxing. The Brussels sprouts are A MUST HAVE!! Truly phenomenal flavors. The loaded chicken tenders (as depicted) were also...,5.0
k1mGLPBSaUhZKem1KrXLJQ,d4NGPNolK1lxrMF2LyB-wA,Absolutely worth your time and money. That is no exaggeration. The food had a great presentation & was as good as it looked.  I've been to this restaurant...,5.0
k1mGLPBSaUhZKem1KrXLJQ,gGsZlP6-Eu69dn7LZ8cFgA,"Great place!!! A perfect spot for brunch with family and/or friends, and a romantic spot for date night! 

I've been to Local Jones several times and have a...",5.0
1u8ZpG1OqrK7zPWTGwttsg,wBNpnA4gd2OwAbSnavj7vQ,"Local Jones has a great setup for social distancing. We recently came to eat in one of their ""Winter Cabanas"". They used their pool cabanas and made them...",5.0
1u8ZpG1OqrK7zPWTGwttsg,tVjKtFz88k3GNnLZugemHQ,"Very glad we came here! This is a cute spot to celebrate an intimate birthday, a date, etc... not for kids (I don't think) its better you take them to a...",5.0
1u8ZpG1OqrK7zPWTGwttsg,spqyZYZGd0YOYvUX2nX6pQ,"(please note, I have copied and pasted my review from Google to here, but the place is just that damn good that the review should be in both places)

Wow, I...",5.0
k_ycnrOxtJtapJZLP5bf9A,mUsjKDwe6LM8u_vr2xkyPA,"Best pizza in Denver and my go-to take out during COVID! Fresh ingredients, chewy crust, and consistently solid.",5.0
k_ycnrOxtJtapJZLP5bf9A,1nyFy3Tpx-fs0SnyG7lnPg,"A friend recommended this place, and she did not steer us wrong. Maybe this is the best pizza in Denver? We got takeout last weekend and the pizza was...",5.0
k_ycnrOxtJtapJZLP5bf9A,67kNokGy4VeNAveKq-1Vtg,I cannot say enough great things about Nocturne. I randomly found this place with my mom over a year ago and since then have made it a staple when family...,5.0
c3QuHjgIkESyn_eD4EiACA,_LX1oEXTWIJLa-jHDjwueg,Had such a great time here last night. They are finally open after covid!!! The staff was great. Especially Paul our waiter. Super professional but also...,5.0
c3QuHjgIkESyn_eD4EiACA,Sife0SPuKI68vWq6bqoCNA,"This place was amazing! It was the first place we went to the first night we got to Denver. It is such a romantic, great gatsby vibe. We booked online due...",5.0
c3QuHjgIkESyn_eD4EiACA,leFxGMxDcfVQ_Nv7bGgKhw,"Can't lie, I relived my childhood last night. How long has it been since you have played Galaga, the greatest game of all time? Well for me, over 25 years...",5.0
mfvbpPfl6dWi-kGJuLFKgw,wfkm6Y06bhT2IkoyEwQoJQ,"Really fun place, cheap arcade games and drinks! During COVID they have been really strict about getting people to leave by 10pm, they do last call at...",5.0
mfvbpPfl6dWi-kGJuLFKgw,imPz3VU6RAkLKl3_sdluGQ,"Weird little spot. Met the BF's daughter and her boyfriend a couple of weekends ago for some games, drinks, and bites. They were supposed to have food but...",2.0
mfvbpPfl6dWi-kGJuLFKgw,5psnJy3P0N6DeqMrHj8UJQ,"We stopped by for a cold beer on the patio after going to the Botanic Gardens.  We were able to social distance outside, and the woman who served us was so...",5.0
9Mo3UlgIZWjqLxHqbPEmMQ,i9BEyuw2-87NDwxod0A5HA,"I came here for dinner while staying out in Stapleton. 
First, they have trivia on Wednesday nights. The host is funny, the questions are amazing....I...",4.0
9Mo3UlgIZWjqLxHqbPEmMQ,BvSgtZVALfhPrhg_pQdB5A,Service was great. Food was okay! Went for the first time ever excited to get in and sample some good Irish eats and boom...COVID/pandemic menu! I believe I...,3.0
9Mo3UlgIZWjqLxHqbPEmMQ,hl7K1aHUfUW3Da22Tp_o5Q,"Visiting downtown Denver, I wasn't a huge fan of the Lodo district but this bar was a pleasant surprise. It was packed with a Santa Pub Crawl when we got...",4.0
3AuxyU-XsaYWNMjcJsR0Bw,b7WtQN0wt65MbHrPB8hN8w,First stop before going to the Rockies game for my nationwide baseball tour.  My friend's kids wanted to go play some arcade games across the street so I...,3.0
3AuxyU-XsaYWNMjcJsR0Bw,HfUGQL86ngcIoCHmnq-Jnw,"Don't get their pickle shots to-go...
I don't know if they use a different batch or make it separate and weak because they know you are leaving the bar;...",3.0
3AuxyU-XsaYWNMjcJsR0Bw,B5INJhWabeaVdT8sT152Mw,"We got the Devils on Horseback, You're. F@#king. Welcome. and the Albondigas Balls! Our favorite was the You're. F@#king. Welcome. I highly recommend that...",5.0
3asUEG-iok2bunLBp1O_mw,ELjXyLiyJDPerVvj4TTO2g,Flew in from Cali and this was our first Stop! Found it on yelp and thank god we did!! We were greeted outside at the front and the hostess was very sweet...,5.0
3asUEG-iok2bunLBp1O_mw,JyEUq446Ardyn9NbnG346Q,"I love this place, good brews and friendly staff, bomb salads and omg that beer cheese . AND a cute dog friendly patio wtf else do you want?!Inside is...",5.0
3asUEG-iok2bunLBp1O_mw,jc3eq6lomTKzLzk0dMsDMA,A draft beer and a space heater. Name a more iconic duo... I'll wait. The Preservery does a great job making sure that they can keep their patio open during...,5.0
139JfE2uaJD-Z0EWW2cHxg,RZzkpIzy0GSJSdWcCgmTiw,"I am so glad I took myself out to Happy Hour at The Preservery. I'd passed this spot multiple times en route to coffee or doughnuts at BYOB, but finally...",5.0
139JfE2uaJD-Z0EWW2cHxg,kRFWDO9lyYIVmd8MEk0lgA,"The food was delicious, with very large portions especially the pancakes. Different flavors of pancakes offered and good looking.

Many people carry...",4.0
139JfE2uaJD-Z0EWW2cHxg,GbCs2GQBFQblO4Kc1AhYkA,"Stopped by at 45 minutes before my 2:30pm flight, the waitress was the most amazingly attentive and fast service we ever had. That's saying a lot...",5.0
2F0QONSP4CGamLqZNRak7A,Mtty-6jDhOH4y60HlUOX6Q,Colorado gem located on the second floor in one of the historic buildings of the National Western Center Complex. Easy restaurant to miss since it's...,3.0
2F0QONSP4CGamLqZNRak7A,YWKn0EAoMMCLK3n25angrw,"Adore this little spot. More than anything, Stockyard Saloon has an incredible vibe. I had two dishes, one of them being Mexi Burger, both dishes were...",5.0
2F0QONSP4CGamLqZNRak7A,RQ0uPHY2JmHHjLJKvLETfw,"This place is dope. Open during Coronavirus for to-go food AND DRINKS and the food is amazing! Got the chili Mac and green chili cheese burger, both so...",5.0
